alvo,tag_alvo,pct_tag_alvo,tag_dependente_prevalente,pct_tag_dependente,amostra_termos,pct_amostra,sentenca_media_hdbscan
deus,PROPN,96.2%,PROPN | det,0.1%,"['ó', 'nosso', 'teu', 'meu']",100.0%,"Oração é o, literalmente a conversa de intimidade com teu Deus quando fala assim."
deus,PROPN,96.2%,PRON | ccomp,0.1%,"['conosco', 'nós', 'ele', 'comigo', 'você']",100.0%,"Eu sei que muitas pessoas podem estar tentando te convencer de que não é vida, que você vai passar tivesse é, mas saiba que Deus ele está com você independente da situação."
deus,PROPN,96.2%,NOUN | amod,0.1%,"['misericórdias', 'manifesto', 'recado', 'cristãos', 'materiais', 'local']",100.0%,"Então, se a gente olhar para um legado onde nós vimos um poder manifesto de Deus através da vida do meu avô, através da igreja Deus é Amor, cara, eu quero viver isso,"
deus,PROPN,96.2%,INTJ | punct,0.1%,"['né', 'ó', 'oh']",100.0%,"O marido da senhora é Deus, melhor Jesus botar a oração brasileira toda agora para fazer de Jesus, né?"
deus,PROPN,96.2%,ADP | parataxis,0.1%,['ó'],100.0%,"Ó Deus, que nós possamos, ó Deus, cheirar, ó Deus, o teu Espírito Santo."
deus,PROPN,96.2%,AUX | aux,0.1%,"['iria', 'vai', 'tem']",100.0%,"Eu falei: ""Cara, é assim e graças a Deus não tem me faltado nada."
deus,PROPN,96.2%,INTJ | discourse,0.0%,"['ó', 'ai']",100.0%,"Ai, meu Deus, não pode!"
deus,PROPN,96.2%,PRON | acl:relcl,0.0%,"['nisso', 'ele', 'convosco', 'isto']",100.0%,"Daniel sabe o Deus que ele serve, Daniel conhece o Deus que esteve com ele até agora e que passou por ele em todas as fases."
deus,PROPN,96.2%,ADJ | acl,0.0%,"['querido', 'abertas', 'indignado', 'grato']",100.0%,"Cada estado tem a sua particularidade, a sua peculiaridade, mas, querido Deus, nas nossas diferenças naquilo, ó Deus, que nos difere."
deus,PROPN,96.2%,PROPN | cc,0.0%,['ó'],100.0%,"Que o teu amor, ó Deus, venha alcançar, ó Deus, quem quer que entre aqui, ó Deus, que pessoas que entrem aqui revoltadas por conta de política saiam, ó Deus, com um propósito fixo dos seus corações."
deus,PROPN,96.2%,ADP | dep,0.0%,"['ó', 'de', 'graças']",100.0%,"Pai, dê-nos também uma visão Ampla, espiritual, para que não tenhamos inveja da promessa que o senhor entregou para, para alguém que nós possamos, ó Deus, é viver as tuas promessas como algo padronizado, como algo específico, como algo que o senhor está mandando para cada um de nós, afinal de contas."
deus,PROPN,96.2%,PRON | obj,0.0%,"['nada', 'algo', 'daquilo']",100.0%,"Nós podemos olhar com um olhar deste mundo para um fracasso, mas que Deus está daquilo fazendo que vai trazer ressurreição, vida."
deus,PROPN,96.2%,ADJ | xcomp,0.0%,"['presente', 'íntimo', 'honrados']",100.0%,"O senhor continua falando, o senhor continua se relacionando, porque aquilo que eu vivo hoje não me impede de ser íntimo de Deus."
deus,PROPN,96.2%,PRON | dep,0.0%,"['aquilo', 'esse', 'que']",100.0%,"Mas traga uma conformidade, O Deus do céu, que aquilo, pai, que incomode o senhor que venha nos incomodar, e não Deus o contrário, para que aquilo Deus que incomode a Deus, Deus pai, que venha também nos incomodar."
deus,PROPN,96.2%,PROPN | nsubj:pass,0.0%,"['reino', 'ó', 'espírito']",100.0%,"Sua palavra fala que os cegos vêm, que os coxos andam, que é chegado o Reino de Deus."
deus,PROPN,96.2%,SCONJ | ROOT,0.0%,"['que', 'foi']",100.0%,"Foi: Deus, se for necessário eu sofrer para cumprir o propósito que o senhor, fasso isso."
deus,PROPN,96.2%,DET | cc,0.0%,['meu'],100.0%,"Meu Deus, se ele deve estar assim, Quem é essa mulher, meu Deus?"
deus,PROPN,96.2%,SCONJ | nsubj,0.0%,['que'],100.0%,"Agora, esse propósito de jejum e oração é para isso, Deus, nós nos rendemos a ti, nós declaramos que o senhor é o Deus dessa nação, que o senhor é o Deus do Brasil."
deus,PROPN,96.2%,DET | appos,0.0%,['aquele'],100.0%,Nós somos de Deus; aquele que conhece a Deus ouve-nos; aquele que não é de Deus não nos ouve.
deus,PROPN,96.2%,NOUN | iobj,0.0%,"['senhor', 'poder', 'toque']",100.0%,"Né E por que que eu vejo isso, né até usei esse exemplo também recentemente, quando o Moisés morreu- e Deus é dificilmente alguém que fez coisas tão grandes pelo poder de Deus na vida dele como Moisés."
deus,PROPN,96.2%,ADV | nsubj,0.0%,"['ali', 'graças', 'onde']",100.0%,e Graças a Deus está acontecendo isso comigo.
deus,PROPN,96.2%,AUX | conj,0.0%,"['foi', 'vou', 'estamos']",100.0%,"Hoje aconteceu tantas coisas que não consigo nem descrever para vocês, mas graças a Deus nós estamos aqui."
deus,PROPN,96.2%,ADV | ccomp,0.0%,"['aqui', 'longe']",100.0%,""" e às vezes a gente acha que Deus está longe, que Deus está distante, que Deus não está ouvindo e que realmente está principalmente de tudo aquilo que nós estamos vivendo, nós que amamos a nossa nação."
deus,PROPN,96.2%,VERB | nsubj,0.0%,"['ô', 'celebra']",100.0%,"Ô meu Deus, prendam esse padre."
deus,PROPN,96.2%,VERB | discourse,0.0%,['é'],100.0%,"” E algo que eu aprendi ao longo do tempo é que realmente sim, Deus honra, mas sempre que Deus honra, não tem a ver com o nosso destaque e sim com aquilo que a gente faz em relação ao que ele nos chamou para fazer."
deus,PROPN,96.2%,ADP | cc,0.0%,['ó'],100.0%,"ó Deus, para que o Senhor, ó Deus, possa trazer, ó Deus, alívio, a paz que excede todo entendimento, de que, ó Deus, a nossa vida não é aqui, de que um dia nós estaremos, ó Deus, eternamente com o Senhor, sem lágrimas."
deus,PROPN,96.2%,NUM | nmod,0.0%,"['óo', '1']",100.0%,"Deus S Esta Nação com o teu poder, com o óo da sua unção, mais uma vez, mais uma vez: Benar Esta Nação com o teu poder, com o olho da tua unção."
deus,PROPN,96.2%,INTJ | cc,0.0%,"['ó', 'ai']",100.0%,"Ó Deus, perdoa-nos como nação, pelas milhares de crianças que são assassinadas dentro do ventre materno."
deus,PROPN,96.2%,PROPN | discourse,0.0%,"['ó', 'né']",100.0%,"Cada corte, de cada juiz, ó Deus das supremas, ó Deus, cortes, como TSE, como Supremo Tribunal militar, todos para que, ó Pai, aquilo que precisa ser transformado, ó Deus, que o Senhor transforme."
deus,PROPN,96.2%,INTJ | dep,0.0%,['ó'],100.0%,"Ó Deus, perdoa os pecados de cada deputado aqui, Senhor."
deus,PROPN,96.2%,ADP | appos,0.0%,['ó'],100.0%,"E que, em nome de Jesus, as vozes aqui desse Senado, que são vozes sinceras, verdadeiras, que são vozes que honram o Senhor, pai, que o Senhor possa, ó Deus, em nome de Jesus, revigorar as suas forças."
deus,PROPN,96.2%,ADV | acl:relcl,0.0%,['aqui'],100.0%,"Senhor, o mesmo Deus que está aqui agora é o Deus de Abraão, é o Deus de Isa, é o Deus de Jacó."
deus,PROPN,96.2%,DET | obl,0.0%,"['a', 'meu']",100.0%,"Pai, e nós oramos agora, Deus, por fim, sobre cada um a, Deus, que está aqui, vai ser o multiplicador."
deus,PROPN,96.2%,NOUN | acl,0.0%,"['vinda', 'livraria']",100.0%,"Mas a Bíblia é bem clara e é nela que eu confio, porque ela é a é a inspiração através dos homens vinda de Deus e ou seja, ele é a palavra de Deus e ela diz que minha é a vingança."
deus,PROPN,96.2%,NUM | appos,0.0%,"['99', 'cinco']",100.0%,"Amém, Porque Nós pensamos que o nosso Deus é um Deus de 1: 99?"
deus,PROPN,96.2%,PROPN | advcl,0.0%,"['pergunte', 'noos']",100.0%,"Eu estou querendo que você coloque, da mesma forma como você coloca seu trabalho, a tua, as tuas férias em em Maldivas, ou que você pede para Deus qual é o direcionamento para quem você vai casar, quem você vai namorar, para que você também Pergunte para Deus:"
deus,PROPN,96.2%,DET | amod,0.0%,"['próprio', 'própria']",100.0%,Foi estabelecido de 30 dias para que todos adorassem ao rei e não ao seu próprio Deus.
deus,PROPN,96.2%,DET | flat:name,0.0%,"['nenhum', 'cada']",100.0%,"Todos foram alcançados por essa negativa do Rei para esse movimento dos sátrapas para que não houvesse mais oração a Deus nenhum, para que não houvesse mais adoração livre, expressão de adoração."
deus,PROPN,96.2%,VERB | flat:name,0.0%,"['toque', 'abraço']",100.0%,"Para que você, eh, consiga chamar pessoas que Deus toque no seu coração, né, e fique aqui, né, nesses minutinhos aqui agora que resta, que a gente vai orar."
deus,PROPN,96.2%,NOUN | csubj,0.0%,"['locais', 'amigo']",100.0%,"E é isso que nós pedimos a Deus para cada pessoa que está aqui, homem, mulher, a Deus, criança, adolescente, pessoas estão em locais poderosas, Deus, uma pessoa só, Deus, que não estão em locais poderosos, mas que tem a sua influência, senhor."
deus,PROPN,96.2%,AUX | discourse,0.0%,['é'],100.0%,"É para esse Deus que foi aquele mesmo Deus, né, que estava com Abraão, que estava com Isaque, estava com Jacó."
deus,PROPN,96.2%,SCONJ | fixed,0.0%,"['que', 'embora']",100.0%,"Então, graças a Deus que, que tudo isso tem acontecido, né?"
deus,PROPN,96.2%,PROPN | xcomp,0.0%,"['deus', 'megafone']",100.0%,"Nós não queremos estava Deus ele para vir para o nosso time, nós não queremos que ele estava Deus estava Deus simplesmente aqui para uma ideologia pai."
deus,PROPN,96.2%,AUX | dep,0.0%,['está'],100.0%,"Deus está, Deus está."
deus,PROPN,96.2%,PUNCT | ROOT,0.0%,['ó'],100.0%,Ó Deus forte contra a tua igreja.
deus,PROPN,96.2%,SCONJ | dep,0.0%,"['que', 'foi']",100.0%,"Para essa pessoa que acha que lá, o Deus da casa dele, que talvez ninguém conheça onde ele tá morando, que o Senhor Deus possa."
deus,PROPN,96.2%,AUX | advcl,0.0%,"['é', 'for']",100.0%,"Então, enquanto eu tiver fôlego, né, enquanto Deus é que me permitir, eu continuarei defendendo o evangelho de fato na Bíblia."
deus,PROPN,96.2%,ADP | flat:name,0.0%,"['por', 'de']",100.0%,"Graças a Deus por, por nós estamos aqui."
deus,PROPN,96.2%,ADV | obj,0.0%,['algo'],100.0%,"Então eu acredito que todas essas outras pessoas, tanto Bolsonaro, quanto outras pessoas também que estão, digamos, numa patente alta, elas só sairão se de fato acontecer algo extraordinário de Deus ou se de fato a gente conseguir a presidência do ano que vem e dando indulto para cada uma dessas pessoas e finalmente conseguindo essa anistia- eh ampla."
deus,PROPN,96.2%,PUNCT | amod,0.0%,['“'],100.0%,"Mas, como eu tava falando, tem uma raiz assembleiana, e na raiz assembleiana tem muito lance do “Deus vai te honrar”, né?"
deus,PROPN,96.2%,NUM | ROOT,0.0%,['um'],100.0%,"Deus, nós não queremos ser uma igreja que fala mas não faz, uma igreja que se levanta mas não age, uma igreja que é grande mas é é parada, é como se fosse um um, um, um, um Pântano."
deus,PROPN,96.2%,ADP | nmod,0.0%,['d'],100.0%,"Nós oramos, ó Deus, para que o teu Espírito Santo, ele possa encontrá-los, ó Deus, e fortalecê-los, que eles saiam Deus mais fortes D ó Deus, porque nós sabemos, ó Pai, que, assim como Paulo diz, por algum tempo é necessário que estejamos entristecidos, tristes, para que o nosso espírito se fortaleça."
deus,PROPN,96.2%,CCONJ | dep,0.0%,['mas'],100.0%,"Cada guerra que nós enfrentamos, o inimigo também se levanta de forma muito, muito forte, mas, graças a Deus, né?"
deus,PROPN,96.2%,PRON | case,0.0%,['dele'],100.0%,"Senhor, unja o guarde, Senhor, o livre, Senhor o proteja e faça dele Deus aquele homem que tem temor e que caminha contigo em sabedoria."
deus,PROPN,96.2%,CCONJ | ROOT,0.0%,['né'],100.0%,"Para que você, eh, consiga chamar pessoas que Deus toque no seu coração, né, e fique aqui, né, nesses minutinhos aqui agora que resta, que a gente vai orar."
deus,PROPN,96.2%,CCONJ | conj,0.0%,['né'],100.0%,"Para que você, eh, consiga chamar pessoas que Deus toque no seu coração, né, e fique aqui, né, nesses minutinhos aqui agora que resta, que a gente vai orar."
deus,PROPN,96.2%,CCONJ | det,0.0%,['ei'],100.0%,"Ei meu Deus do céu, Quase que eu que eu passei aqui o módulo aqui, Ah tá tá aqui, então todas as aulas vão ser gravadas para que você possa assistir Quantas vezes for necessário por 12 meses, tá certo."
deus,PROPN,96.2%,ADV | parataxis,0.0%,['quase'],100.0%,"Ei meu Deus do céu, Quase que eu que eu passei aqui o módulo aqui, Ah tá tá aqui, então todas as aulas vão ser gravadas para que você possa assistir Quantas vezes for necessário por 12 meses, tá certo."
deus,PROPN,96.2%,VERB | dep,0.0%,['escrita'],100.0%,"Vamos a última então: uma Bíblia escrito por pessoa historiadora né, então uma Bíblia escrito por exemplo a sua historiadora né, então a bíblia pode ser muito bonita, a Bíblia não foi escrita por Deus."
deus,PROPN,96.2%,VERB | advmod,0.0%,['sabe'],100.0%,"Sabe, Deus, com teu amor a Deus que constrange o Senhor, possa ganhar essa pessoa."
deus,PROPN,96.2%,NUM | obj,0.0%,['um'],100.0%,Então acabou de sair um da Deus
deus,PROPN,96.2%,VERB | cc,0.0%,['aja'],100.0%,"Mas foi ali que ele realmente me puxou para mais perto dele, forjou, aja de Deus para ser aquilo que Deus tinha até para esses tempos que ele me levantou como um minuto de louvor de adoração."
deus,PROPN,96.2%,NOUN | fixed,0.0%,['nome'],100.0%,"Então a gente precisa entender que o nome de Deus, quando a gente está orando, a gente tem uma circunstância, uma situação difícil, a gente coloca o nome de Jesus, santificado seja o teu nome, o nome de Deus vai na frente, vamos lá."
deus,PROPN,96.2%,DET | case,0.0%,['ao'],100.0%,"Vamos ler aí: dou graças ao meu Deus por tudo que recordo de vós, fazendo sempre com alegria súplicas por todos vós em todas as minhas orações, pela vossa cooperação no evangelho desde o primeiro dia até agora;"
deus,PROPN,96.2%,PUNCT | cc,0.0%,['né'],100.0%,"E, graças a Deus, né acima de tudo, né a gente tem essa, essa amizade."
deus,PROPN,96.2%,VERB | nsubj:pass,0.0%,['surgiu'],100.0%,"Que surgiu Deus forem mortos, você vai escapar?"
deus,PROPN,96.2%,ADP | conj,0.0%,['né'],100.0%,"A gente chora em oração e Eu derramei muitas lágrimas, né diante do meu Deus para que o senhor arrancasse do meu peito aquela dor."
deus,PROPN,96.2%,ADJ | advmod,0.0%,['pior'],100.0%,"Quanto pior melhor para Deus Agir; quanto pior melhor para Deus fazer, porque a glória de Deus."
deus,PROPN,96.2%,AUX | acl:relcl,0.0%,['está'],100.0%,"Um propósito inabalável, Senhor, de fazer o que Deus, aquilo que o Senhor quer, independente daquilo que está o Deus."
deus,PROPN,96.2%,NUM | nummod,0.0%,['um'],100.0%,"Eu peço a Deus para quem, em nome de Jesus, que usa o Senhor, usa Deus cada um que está aqui."
deus,PROPN,96.2%,AUX | ccomp,0.0%,['era'],100.0%,"A pessoa acha que pedir orar para Deus é mimimi e dizer que o Brasil já era, graças a Deus, é um de 35 mil pessoas aqui."
deus,PROPN,96.2%,ADP | discourse,0.0%,['ó'],100.0%,"ó Deus, esse que está à frente da batalha, esses que falam, esses que lutam para Deus, nós pedimos a tua proteção divina."
deus,PROPN,96.2%,AUX | parataxis,0.0%,['vai'],100.0%,"Daniel era o tipo de pessoa que, quando se põe a orar, antes que o que estava no coração dele se tornasse verbo em sua boca, Deus vai."
deus,PROPN,96.2%,PROPN | obl:agent,0.0%,['espírito'],100.0%,"E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
deus,PROPN,96.2%,INTJ | parataxis,0.0%,['né'],100.0%,"e Deus conosco, né."
deus,PROPN,96.2%,PUNCT | ccomp,0.0%,['né'],100.0%,eu sei que Deus não está né com os olhos fechados para aquilo que tá acontecendo aqui no nosso país.
deus,PROPN,96.2%,INTJ | advmod,0.0%,['ai'],100.0%,"Ai, meu Deus, vamos chegar na igreja, fumaça, luz e vamos ter arrepio."
deus,PROPN,96.2%,NUM | det,0.0%,['uma'],100.0%,"Se você não combate, se você não defende a Cristo quando as pessoas estão atacando a nossa fé, você de fato só uma Deus, até que não ter que entrava uma briga por ele."
deus,PROPN,96.2%,AUX | xcomp,0.0%,['ir'],100.0%,"Foi um ano péssimo para os aspectos bons, por um, por outros, e a gente ficar conseguindo ir fazer bastante coisa aqui e, graças a Deus, ano que vem, né, deixar uma a motivação não só para vocês que me seguem, para também quem me odeia, né?"
deus,PROPN,96.2%,PRON | mark,0.0%,['que'],100.0%,Mas enquanto as ferramentas que Deus nos entrega é para que a gente leve isso para fora.
deus,PROPN,96.2%,SCONJ | conj,0.0%,['do'],100.0%,"E quando vocês ouvirem os sons, vocês vão se prostrar, porque a influência que nos faz querer nos prostrar diante daquilo que nos afasta de quem é Deus e do que é Deus começa pelo que ouvimos."
